"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"570","Ardanza Azcarraga Urizar Egoitz","-",NA,NA,"-","7739 - Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"571","Grande Moreno Juan","-",NA,NA,"-","4781 - Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"572","Olabarri Bengoetxea Gaizka","-",NA,NA,"-","4761 - Comercio al por menor de libros en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"573","Arellano Aizpuru Ana Maria","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"574","Sandoval Montelongo Marianela","-",NA,NA,"-","4719 - Otro comercio al por menor en establecimientos no especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"575","Vaca Alomoto Maria Yolanda","-",NA,NA,"-","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"576","Gorospe Bereciartua Sabin","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"577","Aguirre Irastorza Ibon","-",NA,NA,"-","0161 - Actividades de apoyo a la agricultura","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"578","Sanchez Varas Maria Soledad","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"579","Gulin Lopez Jose","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","Transporte nacional de mercancías.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2018)","2018","-","Durango"
"580","Arana Goitiandia Maria Cristina","-",NA,NA,"-","8559 - Otra educación n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"581","Fernandez Muñoz Nuria","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"582","Berrojalbiz Zugadi Maria Teresa","-",NA,NA,"-","4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","-","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","3 (año 2018)","2018","-","Durango"
"583","Icaza Alonso Ibon","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"584","Casado Aguinaco Koldobika","-",NA,NA,"-","4639 - Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"585","Niubo Ugedo Jordi","-",NA,NA,"-","1812 - Otras actividades de impresión y artes gráficas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"586","Lebrijo Palma Enrique","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"587","Ibañez Barba Leticia","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"588","Matamala Corredor Aitor","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"589","Frias Rementeria Ainara","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"590","Elorza Retolaza Maialen","-",NA,NA,"-","4761 - Comercio al por menor de libros en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"591","Aguirre Pujana Juan","-",NA,NA,"-","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"592","Unzueta Villarino Antonio","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"593","Trinidad Gutierrez Antonio","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"594","Iglesias Sanchez Jose Agustin","-",NA,NA,"-","4334 - Pintura y acristalamiento","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"595","Fuente Llorente German","-",NA,NA,"-","4334 - Pintura y acristalamiento","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"596","Izaguirre Garcia Francisco Javier","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"597","Elejabarrieta Zubizarreta Oscar","-",NA,NA,"-","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"598","Albizu Moreno Concepcion","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","Tienda de ropa. Boutique","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2016)","2016","-","Durango"
"599","Mendez Barros Ibon","-",NA,NA,"-","3831 - Separación y clasificación de materiales","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"600","Santiago Lopez Noelia","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"601","Barbero Sanchez Maria Benita","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"602","Irrati Telebista Sa","CALLE MIKELDI, 2","43.171803","-2.634725","21/10/1983","4941 - Transporte de mercancías por carretera","-","-","Administrador Único:  MANUEL S...","Entre 5 y 25","-","-","944243742","Activa","-","-","-","NO","No constan","78.131,57 €","8 (año 1997)","1997","-","Durango"
"603","Martinez Legarra Roberto Daniel","-",NA,NA,"-","4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"604","Nodar Garcia Aroa","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"605","Iriondo Laucirica Rafael","-",NA,NA,"-","8230 - Organización de convenciones y ferias de muestras","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"606","Guede Freire Alicia","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","Venta al menor de productos gourmet, textil, artesania","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","Importa","-","1 (año 2020)","2020","-","Durango"
"607","Gorrochategui Zarandona Iker","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"608","Gomez Martin Maria Dolores","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"609","Arrizabalaga Lizundia Aimar","-",NA,NA,"-","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"610","Carrasco Zamarron Idoia","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"611","Rubio Pardo Jose Manuel","-",NA,NA,"-","8622 - Actividades de medicina especializada","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"612","Carracedo Carbajo Carlos Javier","-",NA,NA,"-","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"613","Gurtubai Fernandez Arkaitz","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"614","Iturralde Navarro Aitor","-",NA,NA,"-","8299 - Otras actividades de apoyo a las empresas n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"615","Alvarez Teixeira Socorro","-",NA,NA,"-","1072 - Fabricación de galletas y productos de panadería y pastelería de larga duración","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"616","Ojanguren Garcia Ainhoa","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"617","Basabe Larrea Maria Inmaculada","-",NA,NA,"-","4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"618","Cristobal Arrinda Roberto","-",NA,NA,"-","2511 - Fabricación de estructuras metálicas y sus componentes","Fabricación y montaje de estructuras metálicas.","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","1 (año 2018)","2018","-","Durango"
"619","Ereño Carreto Maria Teresa","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"620","Kortabitarte Bilbao Iñigo","-",NA,NA,"-","5610 - Restaurantes y puestos de comidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"621","Aranzabal Arrieta Ana","-",NA,NA,"-","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"622","Construcciones Erdoiza Sa","ALAMEDA ANTSO ESTEGIZ, 26","43.165046","-2.625071","30/04/1980","4121 - Construcción de edificios residenciales","CONSTRUCCION","Menor de 300 mil €","2006: 
2008: -97,17 %
2009: 75,31 %","Menos de 5","2004: 33,33 %
2005: 22,72 %
2006: 22,72 %
2008: 50,00 %
2009: 50,00 %","2004: 66,66 %
2005: 77,27 %
2006: 77,27 %
2008: 50,00 %
2009: 50,00 %","946810782","Activa","http://www.construccioneserdoiza.es","-","-","NO","No constan","60.200 €","2 (año 2009)","2009","Negativo Consultar","Durango"
"623","Calcam Sa","CALLE URKO, 1 - 5º C","43.17133","-2.623649","23/12/1988","6630 - Actividades de gestión de fondos","-","-","Administrador Único:  FELIX S...","-","-","-","-","Activa","-","-","-","NO","No constan","961.600 €","-","-","Positivo Consultar","Durango"
"624","Caballo Anton Angel","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"625","Zabala Aristondo Joseba Andoni","-",NA,NA,"-","4121 - Construcción de edificios residenciales","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"626","Mallabiena Instalaciones Y Servicios Sociedad Limitada.","GRUPO SAN IGNACIO (BA JO), 9","43.173375","-2.63604","09/01/1998","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","INSTALACIONES DE FONTANERIA, SANEAMIENTOS, HOJALATERIA, CALEFACCION, GAS Y OTRAS CONDUCCIONES SIMILARES.","-","Administrador Único:  MARIA LUCIA A...
Apoderado:  JUAN LUIS C...","Entre 5 y 25","-","-","-","Activa","-","-","-","NO","No constan","3.005,06 €","7 (año 2001)","2001","-","Durango"
"627","Confratelli Sociedad Limitada.  (extinguida)","CALLE BARRENKALEA, 21 - BJ","43.166703","-2.632294","06/10/2016","4643 - Comercio al por mayor de aparatos electrodomésticos","LA COMERCIALIZACION, AL POR MENOR, POR INTERNET U ON-LINE Y LA DISTRIBUCION DE PRODUCTOS Y SERVICIOS RELACIONADOS CON LOS SUMINISTROS INDUSTRIALES, JARDINERIA, BRICOLAJE, FERRETERIA Y DEMAS COMPONENTES PARA LA INDUSTRIA","-","-","-","-","-","-","Extinguida","-","-","-","NO","No constan","3.100 €","-","-","-","Durango"
"628","Mas Mallabiena Automocion Service Sociedad Limitada.","CALLE ARTEKALEA, 16 - PISO 2 IZ","43.16759499","-2.63133177","21/02/2019","4520 - Mantenimiento y reparación de vehículos de motor","Reparación de productos y componentes mecánicos","-","Administrador Único:  ZALOA C...","-","-","-","-","Activa","-","-","-","NO","No constan","3.010 €","-","-","-","Durango"
"629","Supermercado Zuentzat Sociedad Limitada.","CALLE JUAN MARI ALTUNA, 10 - 12","43.16839877","-2.62806248","24/06/2015","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","Venta de productos de alimentación, cosméticos, droguería y limpieza","-","Administrador Único:  WU N...","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","-","Durango"
"630","Herranz Alvarez Maria Del Pilar","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"631","Cabrera Garcia Cristina","-",NA,NA,"-","4932 - Transporte por taxi","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"632","Olaso Duñabeitia Maria Pilar","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"633","Echebarria Garcia Angel","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"634","Paiva Da Silva Carlos Jorge","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"635","Antwi Kyerewah Isaac","-",NA,NA,"-","9001 - Artes escénicas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"636","Briones Perez Nerea","-",NA,NA,"-","1812 - Otras actividades de impresión y artes gráficas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"637","Solorzano Zambrano Darwin Eladio","-",NA,NA,"-","0240 - Servicios de apoyo a la silvicultura","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"638","Tarar Tarar Hassan Bilal","-",NA,NA,"-","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"639","Uranga Goikolea Miren Idoia","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"640","Otaolea Urien Miren Goretti","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"641","Pagonabarraga Zuazo Ainhoa","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"642","Antonio De Jesus Fernando","-",NA,NA,"-","3312 - Reparación de maquinaria","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"643","Viteri Velez Jon","-",NA,NA,"-","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"644","Zugazagoitia Urresti Goiuria","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"645","Bilbao Izacelaya Asier","-",NA,NA,"-","5915 - Actividades de producción cinematográfica y de vídeo","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"646","Norzagaray Noriega Teran Santiago","-",NA,NA,"-","4634 - Comercio al por mayor de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"647","Pacollo Gomez Patricia","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"648","Ramallo Vegamonte Osvaldo","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"649","Jabalera Morillas Carmen","-",NA,NA,"-","4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"650","Garcia Santano Ruben","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"651","Fernandez Sainz Maza Monica","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"652","Ballesteros Bueres Sandra","-",NA,NA,"-","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"653","Unzueta Goyeneche Beatriz","-",NA,NA,"-","1629 - Fabricación de otros productos de madera; artículos de corcho, cestería y espartería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
"654","Landa Urgoiti Nagore","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Durango"
